Country Name,Country Code,Time,Time Code,Individuals using the Internet (% of population),,,,,,
Israel,ISR,2019,YR2019,86.78787762,,,,,,
Israel,ISR,2020,YR2020,90.12734091,,,,,,
Israel,ISR,2021,YR2021,90.29689758,,,,,,
Italy,ITA,2017,YR2017,63.077347,,,,,,
Italy,ITA,2018,YR2018,74.38718292,,,,,,
Italy,ITA,2019,YR2019,67.85071029,,,,,,
Italy,ITA,2020,YR2020,70.48342785,,,,,,
Italy,ITA,2021,YR2021,74.8623274,,,,,,
Jamaica,JAM,2017,YR2017,55.07206705,,,,,,
Jamaica,JAM,2018,YR2018,68.21451709,,,,,,
Jamaica,JAM,2019,YR2019,70.84101697,,,,,,
Jamaica,JAM,2020,YR2020,79.43244028,,,,,,
Jamaica,JAM,2021,YR2021,82.36071561,,,,,,
Japan,JPN,2017,YR2017,91.72654724,,,,,,
Japan,JPN,2018,YR2018,88.74635089,,,,,,
Japan,JPN,2019,YR2019,92.73039781,,,,,,
Japan,JPN,2020,YR2020,90.21945812,,,,,,
Japan,JPN,2021,YR2021,82.91407928,,,,,,
Jordan,JOR,2017,YR2017,64.5,,,,,,
Jordan,JOR,2018,YR2018,65.2,,,,,,
Jordan,JOR,2019,YR2019,70.08467395,,,,,,
Jordan,JOR,2020,YR2020,75.44769493,,,,,,
Jordan,JOR,2021,YR2021,85.999997,,,,,,
Kazakhstan,KAZ,2017,YR2017,76.42674823,,,,,,
Kazakhstan,KAZ,2018,YR2018,78.90391906,,,,,,
Kazakhstan,KAZ,2019,YR2019,81.87762047,,,,,,
Kazakhstan,KAZ,2020,YR2020,85.94259898,,,,,,
Kazakhstan,KAZ,2021,YR2021,90.9239507,,,,,,
Kenya,KEN,2017,YR2017,17.82710021,,,,,,
Kenya,KEN,2018,YR2018,19.5,,,,,,
Kenya,KEN,2019,YR2019,22.66877336,,,,,,
Kenya,KEN,2020,YR2020,25.53293999,,,,,,
Kenya,KEN,2021,YR2021,28.75752799,,,,,,
Kiribati,KIR,2017,YR2017,25.30959816,,,,,,
Kiribati,KIR,2018,YR2018,32.9863863,,,,,,
Kiribati,KIR,2019,YR2019,42.99166167,,,,,,
Kiribati,KIR,2020,YR2020,45.14804292,,,,,,
Kiribati,KIR,2021,YR2021,53.6270365,,,,,,
"Korea, Dem. People's Rep.",PRK,2017,YR2017,..,,,,,,
"Korea, Dem. People's Rep.",PRK,2018,YR2018,..,,,,,,
"Korea, Dem. People's Rep.",PRK,2019,YR2019,..,,,,,,
"Korea, Dem. People's Rep.",PRK,2020,YR2020,..,,,,,,
"Korea, Dem. People's Rep.",PRK,2021,YR2021,..,,,,,,
"Korea, Rep.",KOR,2017,YR2017,95.06942188,,,,,,
"Korea, Rep.",KOR,2018,YR2018,96.02285958,,,,,,
"Korea, Rep.",KOR,2019,YR2019,96.15757918,,,,,,
"Korea, Rep.",KOR,2020,YR2020,96.50506052,,,,,,
"Korea, Rep.",KOR,2021,YR2021,97.57132662,,,,,,
Kosovo,XKX,2017,YR2017,83.89359681,,,,,,
Kosovo,XKX,2018,YR2018,89.44303197,,,,,,
Kosovo,XKX,2019,YR2019,..,,,,,,
Kosovo,XKX,2020,YR2020,..,,,,,,
Kosovo,XKX,2021,YR2021,..,,,,,,
Kuwait,KWT,2017,YR2017,97.99998933,,,,,,
Kuwait,KWT,2018,YR2018,99.59884959,,,,,,
Kuwait,KWT,2019,YR2019,99.54267645,,,,,,
Kuwait,KWT,2020,YR2020,99.10587017,,,,,,
Kuwait,KWT,2021,YR2021,99.7,,,,,,
Kyrgyz Republic,KGZ,2017,YR2017,50.8,,,,,,
Kyrgyz Republic,KGZ,2018,YR2018,57.1,,,,,,
Kyrgyz Republic,KGZ,2019,YR2019,64.1,,,,,,
Kyrgyz Republic,KGZ,2020,YR2020,72,,,,,,
Kyrgyz Republic,KGZ,2021,YR2021,77.92035931,,,,,,
Lao PDR,LAO,2017,YR2017,25.51043508,,,,,,
Lao PDR,LAO,2018,YR2018,36.3,,,,,,
Lao PDR,LAO,2019,YR2019,47.03225806,,,,,,
Lao PDR,LAO,2020,YR2020,54,,,,,,
Lao PDR,LAO,2021,YR2021,62,,,,,,
Latvia,LVA,2017,YR2017,80.114077,,,,,,
Latvia,LVA,2018,YR2018,83.57717486,,,,,,
Latvia,LVA,2019,YR2019,86.13545644,,,,,,
Latvia,LVA,2020,YR2020,88.89796078,,,,,,
Latvia,LVA,2021,YR2021,91.17964988,,,,,,
Lebanon,LBN,2017,YR2017,78.18077489,,,,,,
Lebanon,LBN,2018,YR2018,80.9,,,,,,
Lebanon,LBN,2019,YR2019,79.7588832,,,,,,
Lebanon,LBN,2020,YR2020,83.1038168,,,,,,
Lebanon,LBN,2021,YR2021,86.58903046,,,,,,
Lesotho,LSO,2017,YR2017,39,,,,,,
Lesotho,LSO,2018,YR2018,40.8,,,,,,
Lesotho,LSO,2019,YR2019,42.30173357,,,,,,
Lesotho,LSO,2020,YR2020,42.85616632,,,,,,
Lesotho,LSO,2021,YR2021,47.98299869,,,,,,
Liberia,LBR,2017,YR2017,16.3,,,,,,
Liberia,LBR,2018,YR2018,18.9,,,,,,
Liberia,LBR,2019,YR2019,23.48259047,,,,,,
Liberia,LBR,2020,YR2020,27.95308059,,,,,,
Liberia,LBR,2021,YR2021,33.63315905,,,,,,
Libya,LBY,2017,YR2017,..,,,,,,
Libya,LBY,2018,YR2018,..,,,,,,
Libya,LBY,2019,YR2019,..,,,,,,
Libya,LBY,2020,YR2020,..,,,,,,
Libya,LBY,2021,YR2021,..,,,,,,
Liechtenstein,LIE,2017,YR2017,99.54661245,,,,,,
Liechtenstein,LIE,2018,YR2018,..,,,,,,
Liechtenstein,LIE,2019,YR2019,93.14608695,,,,,,
Liechtenstein,LIE,2020,YR2020,94.34995199,,,,,,
Liechtenstein,LIE,2021,YR2021,95.56937637,,,,,,
Lithuania,LTU,2017,YR2017,77.61525651,,,,,,
Lithuania,LTU,2018,YR2018,79.72258277,,,,,,
Lithuania,LTU,2019,YR2019,81.58186838,,,,,,
Lithuania,LTU,2020,YR2020,83.05554724,,,,,,
Lithuania,LTU,2021,YR2021,86.93054425,,,,,,
Luxembourg,LUX,2017,YR2017,97.36296032,,,,,,
Luxembourg,LUX,2018,YR2018,97.06129871,,,,,,
Luxembourg,LUX,2019,YR2019,97.12063569,,,,,,
Luxembourg,LUX,2020,YR2020,98.45962893,,,,,,
Luxembourg,LUX,2021,YR2021,98.66086333,,,,,,
"Macao SAR, China",MAC,2017,YR2017,83.17408907,,,,,,
"Macao SAR, China",MAC,2018,YR2018,83.79408961,,,,,,
"Macao SAR, China",MAC,2019,YR2019,86.46792571,,,,,,
"Macao SAR, China",MAC,2020,YR2020,88.33262029,,,,,,
"Macao SAR, China",MAC,2021,YR2021,88.46810492,,,,,,
Madagascar,MDG,2017,YR2017,6.4,,,,,,
Madagascar,MDG,2018,YR2018,8.7,,,,,,
Madagascar,MDG,2019,YR2019,11.83136182,,,,,,
Madagascar,MDG,2020,YR2020,13.71677775,,,,,,
Madagascar,MDG,2021,YR2021,19.73016812,,,,,,
Malawi,MWI,2017,YR2017,7,,,,,,
Malawi,MWI,2018,YR2018,8,,,,,,
Malawi,MWI,2019,YR2019,13.43919985,,,,,,
Malawi,MWI,2020,YR2020,18.92676996,,,,,,
Malawi,MWI,2021,YR2021,24.40560063,,,,,,
Malaysia,MYS,2017,YR2017,80.14047901,,,,,,
Malaysia,MYS,2018,YR2018,81.20104862,,,,,,
Malaysia,MYS,2019,YR2019,84.18714501,,,,,,
Malaysia,MYS,2020,YR2020,89.55501192,,,,,,
Malaysia,MYS,2021,YR2021,96.7514278,,,,,,
Maldives,MDV,2017,YR2017,65,,,,,,
Maldives,MDV,2018,YR2018,70.9,,,,,,
Maldives,MDV,2019,YR2019,77.46966424,,,,,,
Maldives,MDV,2020,YR2020,77.58622488,,,,,,
Maldives,MDV,2021,YR2021,85.76058262,,,,,,
Mali,MLI,2017,YR2017,18.9,,,,,,
Mali,MLI,2018,YR2018,21.4,,,,,,
Mali,MLI,2019,YR2019,22.31109004,,,,,,
Mali,MLI,2020,YR2020,27.85653831,,,,,,
Mali,MLI,2021,YR2021,34.49,,,,,,
Malta,MLT,2017,YR2017,81.01191108,,,,,,
Malta,MLT,2018,YR2018,81.65804429,,,,,,
Malta,MLT,2019,YR2019,85.77859638,,,,,,
Malta,MLT,2020,YR2020,86.85876183,,,,,,
Malta,MLT,2021,YR2021,87.46977522,,,,,,
Marshall Islands,MHL,2017,YR2017,38.70116262,,,,,,
Marshall Islands,MHL,2018,YR2018,..,,,,,,
Marshall Islands,MHL,2019,YR2019,..,,,,,,
Marshall Islands,MHL,2020,YR2020,..,,,,,,
Marshall Islands,MHL,2021,YR2021,..,,,,,,
Mauritania,MRT,2017,YR2017,24.2,,,,,,
Mauritania,MRT,2018,YR2018,35.1,,,,,,
Mauritania,MRT,2019,YR2019,42.32068274,,,,,,
Mauritania,MRT,2020,YR2020,53.51699827,,,,,,
Mauritania,MRT,2021,YR2021,58.75818983,,,,,,
Mauritius,MUS,2017,YR2017,55.4032403,,,,,,
Mauritius,MUS,2018,YR2018,58.5961697,,,,,,
Mauritius,MUS,2019,YR2019,61.72995515,,,,,,
Mauritius,MUS,2020,YR2020,64.88490358,,,,,,
Mauritius,MUS,2021,YR2021,67.58,,,,,,
Mexico,MEX,2017,YR2017,53.03178861,,,,,,
Mexico,MEX,2018,YR2018,56.6595668,,,,,,
Mexico,MEX,2019,YR2019,69.63210927,,,,,,
Mexico,MEX,2020,YR2020,71.49017499,,,,,,
Mexico,MEX,2021,YR2021,75.62650476,,,,,,
"Micronesia, Fed. Sts.",FSM,2017,YR2017,35.30405287,,,,,,
"Micronesia, Fed. Sts.",FSM,2018,YR2018,..,,,,,,
"Micronesia, Fed. Sts.",FSM,2019,YR2019,39.85125701,,,,,,
"Micronesia, Fed. Sts.",FSM,2020,YR2020,40.12946709,,,,,,
"Micronesia, Fed. Sts.",FSM,2021,YR2021,40.40961941,,,,,,
Moldova,MDA,2017,YR2017,49.9,,,,,,
Moldova,MDA,2018,YR2018,50.3,,,,,,
Moldova,MDA,2019,YR2019,57.76048611,,,,,,
Moldova,MDA,2020,YR2020,59.15294877,,,,,,
Moldova,MDA,2021,YR2021,61.28776161,,,,,,
Monaco,MCO,2017,YR2017,97.05297684,,,,,,
Monaco,MCO,2018,YR2018,..,,,,,,
Monaco,MCO,2019,YR2019,83.33974409,,,,,,
Monaco,MCO,2020,YR2020,84.70640914,,,,,,
Monaco,MCO,2021,YR2021,86.09548575,,,,,,
Mongolia,MNG,2017,YR2017,23.71426517,,,,,,
Mongolia,MNG,2018,YR2018,47.13000188,,,,,,
Mongolia,MNG,2019,YR2019,51.07999408,,,,,,
Mongolia,MNG,2020,YR2020,65.63058022,,,,,,
Mongolia,MNG,2021,YR2021,81.60682285,,,,,,
Montenegro,MNE,2017,YR2017,71.27233254,,,,,,
Montenegro,MNE,2018,YR2018,71.51710049,,,,,,
Montenegro,MNE,2019,YR2019,73.47666575,,,,,,
Montenegro,MNE,2020,YR2020,77.60879306,,,,,,
Montenegro,MNE,2021,YR2021,82.21969752,,,,,,
Morocco,MAR,2017,YR2017,61.76221201,,,,,,
Morocco,MAR,2018,YR2018,64.80386519,,,,,,
Morocco,MAR,2019,YR2019,84.12036305,,,,,,
Morocco,MAR,2020,YR2020,84.12036305,,,,,,
Morocco,MAR,2021,YR2021,88.13031937,,,,,,
Mozambique,MOZ,2017,YR2017,7.796326608,,,,,,
Mozambique,MOZ,2018,YR2018,10.9,,,,,,
Mozambique,MOZ,2019,YR2019,14.63855268,,,,,,
Mozambique,MOZ,2020,YR2020,16.31226657,,,,,,
Mozambique,MOZ,2021,YR2021,17.37283681,,,,,,
Myanmar,MMR,2017,YR2017,23.62108195,,,,,,
Myanmar,MMR,2018,YR2018,28.7,,,,,,
Myanmar,MMR,2019,YR2019,30.63536537,,,,,,
Myanmar,MMR,2020,YR2020,41.95429049,,,,,,
Myanmar,MMR,2021,YR2021,44.02167324,,,,,,
Namibia,NAM,2017,YR2017,36.83740647,,,,,,
Namibia,NAM,2018,YR2018,40,,,,,,
Namibia,NAM,2019,YR2019,44.8268148,,,,,,
Namibia,NAM,2020,YR2020,48.76420428,,,,,,
Namibia,NAM,2021,YR2021,52.9734788,,,,,,
Nauru,NRU,2017,YR2017,62.38512451,,,,,,
Nauru,NRU,2018,YR2018,..,,,,,,
Nauru,NRU,2019,YR2019,74.73791894,,,,,,
Nauru,NRU,2020,YR2020,76.6826512,,,,,,
Nauru,NRU,2021,YR2021,83.93521594,,,,,,
Nepal,NPL,2017,YR2017,24.3,,,,,,
Nepal,NPL,2018,YR2018,28.6,,,,,,
Nepal,NPL,2019,YR2019,34.80551799,,,,,,
Nepal,NPL,2020,YR2020,45.84615896,,,,,,
Nepal,NPL,2021,YR2021,51.63135772,,,,,,
Netherlands,NLD,2017,YR2017,93.19727891,,,,,,
Netherlands,NLD,2018,YR2018,91.89189189,,,,,,
Netherlands,NLD,2019,YR2019,93.2885906,,,,,,
Netherlands,NLD,2020,YR2020,91.33333333,,,,,,
Netherlands,NLD,2021,YR2021,92.05298013,,,,,,
New Caledonia,NCL,2017,YR2017,82.0058408,,,,,,
New Caledonia,NCL,2018,YR2018,..,,,,,,
New Caledonia,NCL,2019,YR2019,..,,,,,,
New Caledonia,NCL,2020,YR2020,..,,,,,,
New Caledonia,NCL,2021,YR2021,..,,,,,,
New Zealand,NZL,2017,YR2017,87.7,,,,,,
New Zealand,NZL,2018,YR2018,89,,,,,,
New Zealand,NZL,2019,YR2019,89.86372003,,,,,,
New Zealand,NZL,2020,YR2020,92.8650738,,,,,,
New Zealand,NZL,2021,YR2021,95.91020269,,,,,,
Nicaragua,NIC,2017,YR2017,30.4,,,,,,
Nicaragua,NIC,2018,YR2018,37.6,,,,,,
Nicaragua,NIC,2019,YR2019,44.91635601,,,,,,
Nicaragua,NIC,2020,YR2020,53.4046527,,,,,,
Nicaragua,NIC,2021,YR2021,57.14684935,,,,,,
Niger,NER,2017,YR2017,10.22431156,,,,,,
Niger,NER,2018,YR2018,..,,,,,,
Niger,NER,2019,YR2019,16.61190218,,,,,,
Niger,NER,2020,YR2020,21.46379477,,,,,,
Niger,NER,2021,YR2021,22.38613931,,,,,,
Nigeria,NGA,2017,YR2017,33.2,,,,,,
Nigeria,NGA,2018,YR2018,38.7,,,,,,
Nigeria,NGA,2019,YR2019,45.03137342,,,,,,
Nigeria,NGA,2020,YR2020,51.45837417,,,,,,
Nigeria,NGA,2021,YR2021,55.36371347,,,,,,
North Macedonia,MKD,2017,YR2017,74.51682418,,,,,,
North Macedonia,MKD,2018,YR2018,79.16775519,,,,,,
North Macedonia,MKD,2019,YR2019,81.41288276,,,,,,
North Macedonia,MKD,2020,YR2020,81.40553811,,,,,,
North Macedonia,MKD,2021,YR2021,83.01821027,,,,,,
Northern Mariana Islands,MNP,2017,YR2017,..,,,,,,
Northern Mariana Islands,MNP,2018,YR2018,..,,,,,,
Northern Mariana Islands,MNP,2019,YR2019,..,,,,,,
Northern Mariana Islands,MNP,2020,YR2020,..,,,,,,
Northern Mariana Islands,MNP,2021,YR2021,..,,,,,,
Norway,NOR,2017,YR2017,96.3576013,,,,,,
Norway,NOR,2018,YR2018,96.49165799,,,,,,
Norway,NOR,2019,YR2019,98.00000439,,,,,,
Norway,NOR,2020,YR2020,94.60755647,,,,,,
Norway,NOR,2021,YR2021,99.0000036,,,,,,
Oman,OMN,2017,YR2017,80.18563573,,,,,,
Oman,OMN,2018,YR2018,85.5,,,,,,
Oman,OMN,2019,YR2019,90.25944052,,,,,,
Oman,OMN,2020,YR2020,95.23229321,,,,,,
Oman,OMN,2021,YR2021,96.38007504,,,,,,
Pakistan,PAK,2017,YR2017,13.78,,,,,,
Pakistan,PAK,2018,YR2018,15.34,,,,,,
Pakistan,PAK,2019,YR2019,17.07090172,,,,,,
Pakistan,PAK,2020,YR2020,18.93481469,,,,,,
Pakistan,PAK,2021,YR2021,21.0372074,,,,,,
Palau,PLW,2017,YR2017,..,,,,,,
Palau,PLW,2018,YR2018,..,,,,,,
Palau,PLW,2019,YR2019,..,,,,,,
Palau,PLW,2020,YR2020,..,,,,,,
Palau,PLW,2021,YR2021,..,,,,,,
Panama,PAN,2017,YR2017,59.9506309,,,,,,
Panama,PAN,2018,YR2018,61.80553132,,,,,,
Panama,PAN,2019,YR2019,63.62841477,,,,,,
Panama,PAN,2020,YR2020,65.54188027,,,,,,
Panama,PAN,2021,YR2021,67.509728,,,,,,
Papua New Guinea,PNG,2017,YR2017,11.20919659,,,,,,
Papua New Guinea,PNG,2018,YR2018,..,,,,,,
Papua New Guinea,PNG,2019,YR2019,19.97827095,,,,,,
Papua New Guinea,PNG,2020,YR2020,27.73001017,,,,,,
Papua New Guinea,PNG,2021,YR2021,32.05416291,,,,,,
Paraguay,PRY,2017,YR2017,61.07575622,,,,,,
Paraguay,PRY,2018,YR2018,64.99354302,,,,,,
Paraguay,PRY,2019,YR2019,68.51762842,,,,,,
Paraguay,PRY,2020,YR2020,73.95751114,,,,,,
Paraguay,PRY,2021,YR2021,77.01838621,,,,,,
Peru,PER,2017,YR2017,50.45041218,,,,,,
Peru,PER,2018,YR2018,55.05433424,,,,,,
Peru,PER,2019,YR2019,59.9505036,,,,,,
Peru,PER,2020,YR2020,65.25179796,,,,,,
Peru,PER,2021,YR2021,71.10782643,,,,,,
Philippines,PHL,2017,YR2017,41.6,,,,,,
Philippines,PHL,2018,YR2018,44.1,,,,,,
Philippines,PHL,2019,YR2019,43.02661187,,,,,,
Philippines,PHL,2020,YR2020,47.11190815,,,,,,
Philippines,PHL,2021,YR2021,52.67573808,,,,,,
Poland,POL,2017,YR2017,75.98536595,,,,,,
Poland,POL,2018,YR2018,77.54173454,,,,,,
Poland,POL,2019,YR2019,80.43590688,,,,,,
Poland,POL,2020,YR2020,83.18488715,,,,,,
Poland,POL,2021,YR2021,85.37490906,,,,,,
Portugal,PRT,2017,YR2017,73.79121395,,,,,,
Portugal,PRT,2018,YR2018,74.66096815,,,,,,
Portugal,PRT,2019,YR2019,75.34637794,,,,,,
Portugal,PRT,2020,YR2020,78.26166044,,,,,,
Portugal,PRT,2021,YR2021,82.30902804,,,,,,
Puerto Rico,PRI,2017,YR2017,68.74077314,,,,,,
Puerto Rico,PRI,2018,YR2018,70.85639974,,,,,,
Puerto Rico,PRI,2019,YR2019,77.73643937,,,,,,
Puerto Rico,PRI,2020,YR2020,..,,,,,,
Puerto Rico,PRI,2021,YR2021,84.78666399,,,,,,
Qatar,QAT,2017,YR2017,97.38884917,,,,,,
Qatar,QAT,2018,YR2018,99.65284913,,,,,,
Qatar,QAT,2019,YR2019,99.65280421,,,,,,
Qatar,QAT,2020,YR2020,99.65284913,,,,,,
Qatar,QAT,2021,YR2021,100,,,,,,
Romania,ROU,2017,YR2017,63.74728218,,,,,,
Romania,ROU,2018,YR2018,70.68127793,,,,,,
Romania,ROU,2019,YR2019,73.65747575,,,,,,
Romania,ROU,2020,YR2020,78.45526895,,,,,,
Romania,ROU,2021,YR2021,83.5904265,,,,,,
Russian Federation,RUS,2017,YR2017,76.00813853,,,,,,
Russian Federation,RUS,2018,YR2018,80.86472187,,,,,,
Russian Federation,RUS,2019,YR2019,82.64216187,,,,,,
Russian Federation,RUS,2020,YR2020,84.99466978,,,,,,
Russian Federation,RUS,2021,YR2021,88.21384578,,,,,,
Rwanda,RWA,2017,YR2017,17.2,,,,,,
Rwanda,RWA,2018,YR2018,19.2,,,,,,
Rwanda,RWA,2019,YR2019,21.35801007,,,,,,
Rwanda,RWA,2020,YR2020,23.8,,,,,,
Rwanda,RWA,2021,YR2021,30.46181693,,,,,,
Samoa,WSM,2017,YR2017,39.4,,,,,,
Samoa,WSM,2018,YR2018,49.1,,,,,,
Samoa,WSM,2019,YR2019,61.21060766,,,,,,
Samoa,WSM,2020,YR2020,69.20598813,,,,,,
Samoa,WSM,2021,YR2021,78.24573185,,,,,,
San Marino,SMR,2017,YR2017,60.18230126,,,,,,
San Marino,SMR,2018,YR2018,..,,,,,,
San Marino,SMR,2019,YR2019,67.85071029,,,,,,
San Marino,SMR,2020,YR2020,70.48342785,,,,,,
San Marino,SMR,2021,YR2021,74.8623274,,,,,,
Sao Tome and Principe,STP,2017,YR2017,29.9312292,,,,,,
Sao Tome and Principe,STP,2018,YR2018,30.081,,,,,,
Sao Tome and Principe,STP,2019,YR2019,30.23161545,,,,,,
Sao Tome and Principe,STP,2020,YR2020,40.31067242,,,,,,
Sao Tome and Principe,STP,2021,YR2021,51.20409155,,,,,,
Saudi Arabia,SAU,2017,YR2017,94.17559961,,,,,,
Saudi Arabia,SAU,2018,YR2018,93.31000185,,,,,,
Saudi Arabia,SAU,2019,YR2019,95.7247356,,,,,,
Saudi Arabia,SAU,2020,YR2020,97.8623325,,,,,,
Saudi Arabia,SAU,2021,YR2021,100,,,,,,
Senegal,SEN,2017,YR2017,29.64312367,,,,,,
Senegal,SEN,2018,YR2018,35.3,,,,,,
Senegal,SEN,2019,YR2019,36.23662727,,,,,,
Senegal,SEN,2020,YR2020,47.17942509,,,,,,
Senegal,SEN,2021,YR2021,58.05481906,,,,,,
Serbia,SRB,2017,YR2017,70.33083553,,,,,,
Serbia,SRB,2018,YR2018,73.36070915,,,,,,
Serbia,SRB,2019,YR2019,77.41677362,,,,,,
Serbia,SRB,2020,YR2020,78.36804864,,,,,,
Serbia,SRB,2021,YR2021,81.16588116,,,,,,
Seychelles,SYC,2017,YR2017,58.76981124,,,,,,
Seychelles,SYC,2018,YR2018,70.1,,,,,,
Seychelles,SYC,2019,YR2019,74.75631315,,,,,,
Seychelles,SYC,2020,YR2020,75.46919577,,,,,,
Seychelles,SYC,2021,YR2021,81.59307191,,,,,,
Sierra Leone,SLE,2017,YR2017,13.23693043,,,,,,
Sierra Leone,SLE,2018,YR2018,15.8,,,,,,
Sierra Leone,SLE,2019,YR2019,16.8,,,,,,
Sierra Leone,SLE,2020,YR2020,18,,,,,,
Sierra Leone,SLE,2021,YR2021,..,,,,,,
Singapore,SGP,2017,YR2017,84.45226789,,,,,,
Singapore,SGP,2018,YR2018,88.16563603,,,,,,
Singapore,SGP,2019,YR2019,88.94925269,,,,,,
Singapore,SGP,2020,YR2020,92.00434653,,,,,,
Singapore,SGP,2021,YR2021,96.92468156,,,,,,
Sint Maarten (Dutch part),SXM,2017,YR2017,..,,,,,,
Sint Maarten (Dutch part),SXM,2018,YR2018,..,,,,,,
Sint Maarten (Dutch part),SXM,2019,YR2019,..,,,,,,
Sint Maarten (Dutch part),SXM,2020,YR2020,..,,,,,,
Sint Maarten (Dutch part),SXM,2021,YR2021,..,,,,,,
Slovak Republic,SVK,2017,YR2017,81.62566752,,,,,,
Slovak Republic,SVK,2018,YR2018,80.44892248,,,,,,
Slovak Republic,SVK,2019,YR2019,82.8536605,,,,,,
Slovak Republic,SVK,2020,YR2020,89.92090413,,,,,,
Slovak Republic,SVK,2021,YR2021,88.92560523,,,,,,
Slovenia,SVN,2017,YR2017,78.88542636,,,,,,
Slovenia,SVN,2018,YR2018,79.7499766,,,,,,
Slovenia,SVN,2019,YR2019,83.1083578,,,,,,
Slovenia,SVN,2020,YR2020,86.60130109,,,,,,
Slovenia,SVN,2021,YR2021,89.00399524,,,,,,
Solomon Islands,SLB,2017,YR2017,11.92422906,,,,,,
Solomon Islands,SLB,2018,YR2018,..,,,,,,
Solomon Islands,SLB,2019,YR2019,28.19552918,,,,,,
Solomon Islands,SLB,2020,YR2020,35.88145793,,,,,,
Solomon Islands,SLB,2021,YR2021,36.131954,,,,,,
Somalia,SOM,2017,YR2017,2.004048698,,,,,,
Somalia,SOM,2018,YR2018,..,,,,,,
Somalia,SOM,2019,YR2019,..,,,,,,
Somalia,SOM,2020,YR2020,..,,,,,,
Somalia,SOM,2021,YR2021,..,,,,,,
South Africa,ZAF,2017,YR2017,56.16739447,,,,,,
South Africa,ZAF,2018,YR2018,62.4,,,,,,
South Africa,ZAF,2019,YR2019,69.69687508,,,,,,
South Africa,ZAF,2020,YR2020,70.32030996,,,,,,
South Africa,ZAF,2021,YR2021,72.310492,,,,,,
South Sudan,SSD,2017,YR2017,4.1,,,,,,
South Sudan,SSD,2018,YR2018,4.8,,,,,,
South Sudan,SSD,2019,YR2019,5.6,,,,,,
South Sudan,SSD,2020,YR2020,6.5,,,,,,
South Sudan,SSD,2021,YR2021,..,,,,,,
Spain,ESP,2017,YR2017,84.6022457,,,,,,
Spain,ESP,2018,YR2018,86.10723553,,,,,,
Spain,ESP,2019,YR2019,90.71866533,,,,,,
Spain,ESP,2020,YR2020,93.20564892,,,,,,
Spain,ESP,2021,YR2021,93.89752157,,,,,,
Sri Lanka,LKA,2017,YR2017,32.25,,,,,,
Sri Lanka,LKA,2018,YR2018,46.9,,,,,,
Sri Lanka,LKA,2019,YR2019,50.68732735,,,,,,
Sri Lanka,LKA,2020,YR2020,36.18473435,,,,,,
Sri Lanka,LKA,2021,YR2021,44.45308724,,,,,,
St. Kitts and Nevis,KNA,2017,YR2017,80.71019081,,,,,,
St. Kitts and Nevis,KNA,2018,YR2018,..,,,,,,
St. Kitts and Nevis,KNA,2019,YR2019,79.78450689,,,,,,
St. Kitts and Nevis,KNA,2020,YR2020,80.35854111,,,,,,
St. Kitts and Nevis,KNA,2021,YR2021,79.47306769,,,,,,
St. Lucia,LCA,2017,YR2017,66.4,,,,,,
St. Lucia,LCA,2018,YR2018,71.5,,,,,,
St. Lucia,LCA,2019,YR2019,76.98385013,,,,,,
St. Lucia,LCA,2020,YR2020,77.53773417,,,,,,
St. Lucia,LCA,2021,YR2021,78.09560329,,,,,,
St. Martin (French part),MAF,2017,YR2017,..,,,,,,
St. Martin (French part),MAF,2018,YR2018,..,,,,,,
St. Martin (French part),MAF,2019,YR2019,..,,,,,,
St. Martin (French part),MAF,2020,YR2020,..,,,,,,
St. Martin (French part),MAF,2021,YR2021,..,,,,,,
St. Vincent and the Grenadines,VCT,2017,YR2017,53.7,,,,,,
St. Vincent and the Grenadines,VCT,2018,YR2018,56,,,,,,
St. Vincent and the Grenadines,VCT,2019,YR2019,73.96834305,,,,,,
St. Vincent and the Grenadines,VCT,2020,YR2020,80.429529,,,,,,
St. Vincent and the Grenadines,VCT,2021,YR2021,84.91281395,,,,,,
Sudan,SDN,2017,YR2017,18.6,,,,,,
Sudan,SDN,2018,YR2018,24.6,,,,,,
Sudan,SDN,2019,YR2019,25.9,,,,,,
Sudan,SDN,2020,YR2020,28.4,,,,,,
Sudan,SDN,2021,YR2021,..,,,,,,
Suriname,SUR,2017,YR2017,48.94517397,,,,,,
Suriname,SUR,2018,YR2018,53.8,,,,,,
Suriname,SUR,2019,YR2019,56.80248377,,,,,,
Suriname,SUR,2020,YR2020,62.08563779,,,,,,
Suriname,SUR,2021,YR2021,65.93980141,,,,,,
Sweden,SWE,2017,YR2017,93.00626697,,,,,,
Sweden,SWE,2018,YR2018,89.24696316,,,,,,
Sweden,SWE,2019,YR2019,94.49344341,,,,,,
Sweden,SWE,2020,YR2020,94.53943122,,,,,,
Sweden,SWE,2021,YR2021,94.6703163,,,,,,
Switzerland,CHE,2017,YR2017,89.68614767,,,,,,
Switzerland,CHE,2018,YR2018,91.8,,,,,,
Switzerland,CHE,2019,YR2019,93.14608695,,,,,,
Switzerland,CHE,2020,YR2020,94.34995199,,,,,,
Switzerland,CHE,2021,YR2021,95.56937168,,,,,,
Syrian Arab Republic,SYR,2017,YR2017,32.7,,,,,,
Syrian Arab Republic,SYR,2018,YR2018,33.77,,,,,,
Syrian Arab Republic,SYR,2019,YR2019,34.65,,,,,,
