country_name,country_code,year,population,millions_healthy_diet,millions_nutrient,millions_calories,percent_healthy_diet,percent_nutrient,percent_calories,affordability_energy,affordability_nutrient,affordability_healthy_diet
Guinea-Bissau,GNB,2017.0,1879826.0,1.6,1.1,0.3,84.4,59.7,18.3,0.261,0.524,0.893
Guinea-Bissau,GNB,2018.0,1924955.0,1.6,,,84.9,,,,,
Guinea-Bissau,GNB,2019.0,1970457.0,1.6,,,82.9,,,,,
Guinea-Bissau,GNB,2020.0,2015828.0,1.7,,,83.9,,,,,
Guinea-Bissau,GNB,2021.0,2060721.0,1.7,,,84.6,,,,,
Guyana,GUY,2017.0,763252.0,0.3,0.2,0.0,45.0,31.7,4.4,0.185,0.918,1.179
Guyana,GUY,2018.0,785514.0,0.3,,,44.5,,,,,
Guyana,GUY,2019.0,798753.0,0.3,,,42.0,,,,,
Guyana,GUY,2020.0,797202.0,0.2,,,24.9,,,,,
Guyana,GUY,2021.0,804567.0,0.1,,,18.5,,,,,
Haiti,HTI,2017.0,10863543.0,9.2,8.0,2.6,84.7,73.8,23.5,0.411,1.1,1.476
Haiti,HTI,2018.0,11012421.0,9.3,,,84.7,,,,,
Haiti,HTI,2019.0,11160438.0,9.7,,,86.9,,,,,
Haiti,HTI,2020.0,11306801.0,10.1,,,88.9,,,,,
Haiti,HTI,2021.0,11447569.0,10.2,,,89.5,,,,,
High income,HIC,2017.0,1219259590.0,21.5,14.0,7.3,1.9,1.2,0.6,0.106,0.351,0.455
High income,HIC,2018.0,1201464351.0,18.7,,,1.6,,,,,
High income,HIC,2019.0,1206619363.0,17.0,,,1.5,,,,,
High income,HIC,2020.0,1211532185.0,17.5,,,1.5,,,,,
High income,HIC,2021.0,1211165218.0,15.7,,,1.4,,,,,
Honduras,HND,2017.0,9626842.0,4.7,4.8,1.4,48.5,49.9,14.3,0.326,0.988,0.956
Honduras,HND,2018.0,9792850.0,4.7,,,48.0,,,,,
Honduras,HND,2019.0,9958829.0,4.6,,,46.5,,,,,
Honduras,HND,2020.0,10121763.0,5.0,,,49.7,,,,,
Honduras,HND,2021.0,10278345.0,4.6,,,44.8,,,,,
"Hong Kong SAR, China",HKG,2017.0,7393200.0,,,,,,,0.08,0.203,0.321
"Hong Kong SAR, China",HKG,2018.0,7452600.0,,,,,,,,,
"Hong Kong SAR, China",HKG,2019.0,7507900.0,,,,,,,,,
"Hong Kong SAR, China",HKG,2020.0,7481000.0,,,,,,,,,
"Hong Kong SAR, China",HKG,2021.0,7413100.0,,,,,,,,,
Hungary,HUN,2017.0,9787966.0,0.4,0.2,0.0,3.7,1.9,0.3,0.065,0.336,0.491
Hungary,HUN,2018.0,9775564.0,0.2,,,2.4,,,,,
Hungary,HUN,2019.0,9771141.0,0.2,,,2.2,,,,,
Hungary,HUN,2020.0,9750149.0,0.2,,,2.0,,,,,
Hungary,HUN,2021.0,9709891.0,0.1,,,1.5,,,,,
Iceland,ISL,2017.0,343400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.271,0.247
Iceland,ISL,2018.0,352721.0,0.0,,,0.0,,,,,
Iceland,ISL,2019.0,360563.0,0.0,,,0.0,,,,,
Iceland,ISL,2020.0,366463.0,0.0,,,0.0,,,,,
Iceland,ISL,2021.0,372520.0,0.0,,,0.0,,,,,
India,IND,2017.0,1354195680.0,1066.8,866.2,43.4,78.8,64.0,3.2,0.274,0.737,0.979
India,IND,2018.0,1369003306.0,1001.9,,,73.2,,,,,
India,IND,2019.0,1383112050.0,969.7,,,70.1,,,,,
India,IND,2020.0,1396387127.0,1037.9,,,74.3,,,,,
India,IND,2021.0,1407563842.0,1013.2,,,72.0,,,,,
Indonesia,IDN,2017.0,264498852.0,192.5,130.8,11.4,72.8,7.0,4.3,0.209,0.545,0.844
Indonesia,IDN,2018.0,267066843.0,189.6,,,71.0,,,,,
Indonesia,IDN,2019.0,269582878.0,187.4,,,69.5,,,,,
Indonesia,IDN,2020.0,271857970.0,190.9,,,70.2,,,,,
Indonesia,IDN,2021.0,273753191.0,193.8,,,70.8,,,,,
"Iran, Islamic Rep.",IRN,2017.0,84505076.0,11.8,4.0,0.1,13.9,4.7,0.2,0.218,0.503,0.753
"Iran, Islamic Rep.",IRN,2018.0,85617562.0,14.0,,,16.4,,,,,
"Iran, Islamic Rep.",IRN,2019.0,86564202.0,21.7,,,25.0,,,,,
"Iran, Islamic Rep.",IRN,2020.0,87290193.0,21.7,,,24.9,,,,,
"Iran, Islamic Rep.",IRN,2021.0,87923432.0,25.3,,,28.8,,,,,
Iraq,IRQ,2017.0,39621162.0,6.7,2.3,0.0,16.8,5.8,0.1,0.25,0.538,0.726
Iraq,IRQ,2018.0,40590700.0,6.8,,,16.8,,,,,
Iraq,IRQ,2019.0,41563520.0,6.4,,,15.5,,,,,
Iraq,IRQ,2020.0,42556984.0,8.2,,,19.2,,,,,
Iraq,IRQ,2021.0,43533592.0,8.2,,,18.8,,,,,
Ireland,IRL,2017.0,4807388.0,0.0,0.0,0.0,0.4,0.3,0.2,0.116,0.415,0.491
Ireland,IRL,2018.0,4867316.0,0.0,,,0.1,,,,,
Ireland,IRL,2019.0,4934340.0,0.0,,,0.1,,,,,
Ireland,IRL,2020.0,4985382.0,0.0,,,0.2,,,,,
Ireland,IRL,2021.0,5033165.0,0.0,,,0.1,,,,,
Israel,ISR,2017.0,8713300.0,0.2,0.1,0.0,1.9,1.2,0.2,0.062,0.233,0.299
Israel,ISR,2018.0,8882800.0,0.1,,,1.2,,,,,
Israel,ISR,2019.0,9054000.0,0.1,,,1.2,,,,,
Israel,ISR,2020.0,9215100.0,0.1,,,1.2,,,,,
Israel,ISR,2021.0,9364700.0,0.1,,,1.2,,,,,
Italy,ITA,2017.0,60536709.0,1.7,1.3,0.6,2.8,2.1,1.0,0.035,0.251,0.325
Italy,ITA,2018.0,60421760.0,1.7,,,2.8,,,,,
Italy,ITA,2019.0,59729081.0,1.2,,,2.1,,,,,
Italy,ITA,2020.0,59438851.0,1.1,,,1.8,,,,,
Italy,ITA,2021.0,59109668.0,0.9,,,1.5,,,,,
Jamaica,JAM,2017.0,2808376.0,1.6,1.0,0.0,57.9,36.6,0.9,0.156,0.623,0.917
Jamaica,JAM,2018.0,2811835.0,1.6,,,57.1,,,,,
Jamaica,JAM,2019.0,2813773.0,1.6,,,57.9,,,,,
Jamaica,JAM,2020.0,2820436.0,1.8,,,63.9,,,,,
Jamaica,JAM,2021.0,2827695.0,1.8,,,62.6,,,,,
Japan,JPN,2017.0,126972000.0,3.4,1.8,1.5,2.7,1.4,1.2,0.343,0.412,0.64
Japan,JPN,2018.0,126811000.0,3.4,,,2.7,,,,,
Japan,JPN,2019.0,126633000.0,3.1,,,2.5,,,,,
Japan,JPN,2020.0,126261000.0,3.4,,,2.7,,,,,
Japan,JPN,2021.0,125681593.0,3.0,,,2.4,,,,,
Jordan,JOR,2017.0,10215381.0,1.6,0.1,0.0,15.2,0.6,0.0,0.138,0.345,0.732
Jordan,JOR,2018.0,10459865.0,1.6,,,14.9,,,,,
Jordan,JOR,2019.0,10698683.0,1.6,,,14.9,,,,,
Jordan,JOR,2020.0,10928721.0,1.8,,,16.7,,,,,
Jordan,JOR,2021.0,11148278.0,1.8,,,16.0,,,,,
Kazakhstan,KAZ,2017.0,18037776.0,0.5,0.1,0.0,2.5,0.5,0.0,0.077,0.207,0.283
Kazakhstan,KAZ,2018.0,18276452.0,0.3,,,1.7,,,,,
Kazakhstan,KAZ,2019.0,18513673.0,0.3,,,1.6,,,,,
Kazakhstan,KAZ,2020.0,18755666.0,0.5,,,2.6,,,,,
Kazakhstan,KAZ,2021.0,19000988.0,0.5,,,2.6,,,,,
Kenya,KEN,2017.0,48948137.0,39.3,29.8,6.3,80.2,60.8,12.9,0.213,0.514,0.79
Kenya,KEN,2018.0,49953304.0,40.0,,,80.0,,,,,
Kenya,KEN,2019.0,50951450.0,41.7,,,81.9,,,,,
Kenya,KEN,2020.0,51985780.0,44.3,,,85.2,,,,,
Kenya,KEN,2021.0,53005614.0,45.8,,,86.5,,,,,
"Korea, Rep.",KOR,2017.0,51361911.0,1.2,0.8,0.0,2.2,1.5,0.0,0.129,0.817,0.908
"Korea, Rep.",KOR,2018.0,51585058.0,1.0,,,2.0,,,,,
"Korea, Rep.",KOR,2019.0,51764822.0,0.9,,,1.7,,,,,
"Korea, Rep.",KOR,2020.0,51836239.0,1.2,,,2.2,,,,,
"Korea, Rep.",KOR,2021.0,51744876.0,1.0,,,2.0,,,,,
Kuwait,KWT,2017.0,4124904.0,,,,,,,0.054,0.282,0.526
Kuwait,KWT,2018.0,4317185.0,,,,,,,,,
Kuwait,KWT,2019.0,4441100.0,,,,,,,,,
Kuwait,KWT,2020.0,4360444.0,,,,,,,,,
Kuwait,KWT,2021.0,4250114.0,,,,,,,,,
Kyrgyz Republic,KGZ,2017.0,6198200.0,3.5,2.4,0.0,56.4,38.9,0.7,0.22,0.56,0.676
Kyrgyz Republic,KGZ,2018.0,6322800.0,3.0,,,47.2,,,,,
Kyrgyz Republic,KGZ,2019.0,6456200.0,2.9,,,45.0,,,,,
Kyrgyz Republic,KGZ,2020.0,6579900.0,3.6,,,55.3,,,,,
Kyrgyz Republic,KGZ,2021.0,6691800.0,3.8,,,56.9,,,,,
Lao PDR,LAO,2017.0,6997917.0,5.3,4.3,0.1,75.3,61.1,0.8,0.171,0.687,0.894
Lao PDR,LAO,2018.0,7105006.0,5.2,,,73.6,,,,,
Lao PDR,LAO,2019.0,7212053.0,5.2,,,72.7,,,,,
Lao PDR,LAO,2020.0,7319399.0,5.5,,,74.9,,,,,
Lao PDR,LAO,2021.0,7425057.0,5.5,,,74.1,,,,,
Latin America & Caribbean,LCN,2017.0,572342871.0,124.4,100.9,17.2,22.0,17.9,3.0,0.225,0.617,0.721
Latin America & Caribbean,LCN,2018.0,572237142.0,119.3,,,20.9,,,,,
Latin America & Caribbean,LCN,2019.0,578509517.0,119.7,,,20.7,,,,,
Latin America & Caribbean,LCN,2020.0,583891678.0,121.9,,,20.9,,,,,
Latin America & Caribbean,LCN,2021.0,588418945.0,132.9,,,22.6,,,,,
Latvia,LVA,2017.0,1942248.0,0.1,0.0,0.0,3.4,1.7,0.2,0.06,0.278,0.428
Latvia,LVA,2018.0,1927174.0,0.0,,,2.4,,,,,
Latvia,LVA,2019.0,1913822.0,0.0,,,1.9,,,,,
Latvia,LVA,2020.0,1900449.0,0.0,,,1.9,,,,,
Latvia,LVA,2021.0,1884490.0,0.0,,,1.5,,,,,
Lesotho,LSO,2017.0,2170617.0,1.8,1.4,0.2,83.1,63.1,10.7,0.236,0.895,1.463
Lesotho,LSO,2018.0,2198017.0,1.8,,,83.7,,,,,
Lesotho,LSO,2019.0,2225702.0,1.9,,,84.8,,,,,
Lesotho,LSO,2020.0,2254100.0,2.0,,,87.8,,,,,
Lesotho,LSO,2021.0,2281454.0,2.0,,,88.8,,,,,
Liberia,LBR,2017.0,4796631.0,4.4,4.0,1.0,91.8,82.7,20.2,1.274,3.913,5.272
Liberia,LBR,2018.0,4889391.0,4.5,,,91.6,,,,,
Liberia,LBR,2019.0,4985289.0,4.6,,,91.4,,,,,
Liberia,LBR,2020.0,5087584.0,4.7,,,91.6,,,,,
Liberia,LBR,2021.0,5193416.0,4.8,,,92.8,,,,,
Lithuania,LTU,2017.0,2828403.0,0.1,0.0,0.0,3.3,1.6,0.8,0.044,0.173,0.263
Lithuania,LTU,2018.0,2801543.0,0.1,,,2.3,,,,,
Lithuania,LTU,2019.0,2794137.0,0.0,,,1.2,,,,,
Lithuania,LTU,2020.0,2794885.0,0.0,,,1.1,,,,,
Lithuania,LTU,2021.0,2800839.0,0.0,,,0.7,,,,,
Low income,LIC,2017.0,504388820.0,442.3,365.3,103.2,89.1,73.6,20.8,0.548,1.344,2.022
Low income,LIC,2018.0,511509198.0,449.6,,,87.9,,,,,
Low income,LIC,2019.0,526672708.0,459.0,,,87.2,,,,,
Low income,LIC,2020.0,542148509.0,472.9,,,87.2,,,,,
Low income,LIC,2021.0,557798699.0,482.1,,,86.4,,,,,
Lower middle income,LMC,2017.0,3130579322.0,2252.3,1644.7,211.5,72.5,52.9,6.8,0.248,0.672,0.937
Lower middle income,LMC,2018.0,3167642141.0,2195.4,,,69.7,,,,,
Lower middle income,LMC,2019.0,3210833968.0,2176.6,,,68.1,,,,,
Lower middle income,LMC,2020.0,3253486207.0,2289.0,,,70.7,,,,,
Lower middle income,LMC,2021.0,3293993013.0,2281.7,,,69.6,,,,,
Luxembourg,LUX,2017.0,596336.0,0.0,0.0,0.0,0.4,0.4,0.1,0.04,0.244,0.298
Luxembourg,LUX,2018.0,607950.0,0.0,,,0.4,,,,,
Luxembourg,LUX,2019.0,620001.0,0.0,,,0.1,,,,,
Luxembourg,LUX,2020.0,630419.0,0.0,,,0.0,,,,,
Luxembourg,LUX,2021.0,640064.0,0.0,,,0.0,,,,,
Madagascar,MDG,2017.0,26169542.0,25.4,25.1,20.5,97.1,96.0,78.3,0.588,1.41,1.627
Madagascar,MDG,2018.0,26846541.0,26.1,,,97.3,,,,,
Madagascar,MDG,2019.0,27533134.0,26.7,,,97.1,,,,,
Madagascar,MDG,2020.0,28225177.0,27.6,,,97.8,,,,,
Madagascar,MDG,2021.0,28915653.0,28.3,,,97.8,,,,,
Malawi,MWI,2017.0,17881167.0,16.9,14.9,0.4,94.5,83.2,2.4,0.219,1.243,2.095
Malawi,MWI,2018.0,18367883.0,17.4,,,94.9,,,,,
Malawi,MWI,2019.0,18867337.0,18.0,,,95.4,,,,,
Malawi,MWI,2020.0,19377061.0,18.5,,,95.7,,,,,
Malawi,MWI,2021.0,19889742.0,19.1,,,95.9,,,,,
Malaysia,MYS,2017.0,31975806.0,1.0,0.3,0.0,3.0,0.9,0.0,0.104,0.274,0.371
Malaysia,MYS,2018.0,32399271.0,0.8,,,2.5,,,,,
Malaysia,MYS,2019.0,32804020.0,0.7,,,2.1,,,,,
Malaysia,MYS,2020.0,33199993.0,0.9,,,2.8,,,,,
Malaysia,MYS,2021.0,33573874.0,0.8,,,2.5,,,,,
Maldives,MDV,2017.0,472442.0,0.0,0.0,0.0,3.4,0.6,0.0,0.145,0.919,1.225
Maldives,MDV,2018.0,489758.0,0.0,,,2.0,,,,,
Maldives,MDV,2019.0,504508.0,0.0,,,1.1,,,,,
Maldives,MDV,2020.0,514438.0,0.0,,,8.9,,,,,
Maldives,MDV,2021.0,521457.0,0.0,,,2.8,,,,,
Mali,MLI,2017.0,19311355.0,15.0,11.2,0.4,77.4,57.9,2.0,0.233,0.77,1.126
Mali,MLI,2018.0,19934298.0,15.0,,,75.1,,,,,
Mali,MLI,2019.0,20567424.0,14.4,,,70.1,,,,,
Mali,MLI,2020.0,21224040.0,15.0,,,70.8,,,,,
Mali,MLI,2021.0,21904983.0,15.6,,,71.4,,,,,
Malta,MLT,2017.0,467999.0,0.0,0.0,0.0,0.3,0.3,0.1,0.109,0.388,0.512
Malta,MLT,2018.0,484630.0,0.0,,,0.3,,,,,
Malta,MLT,2019.0,504062.0,0.0,,,0.7,,,,,
Malta,MLT,2020.0,515332.0,0.0,,,0.8,,,,,
Malta,MLT,2021.0,518536.0,0.0,,,0.8,,,,,
Mauritania,MRT,2017.0,4160015.0,2.6,2.0,0.1,61.7,48.3,2.7,0.263,0.845,1.036
Mauritania,MRT,2018.0,4270712.0,2.6,,,61.1,,,,,
Mauritania,MRT,2019.0,4383849.0,2.6,,,59.7,,,,,
Mauritania,MRT,2020.0,4498604.0,2.7,,,60.9,,,,,
Mauritania,MRT,2021.0,4614974.0,2.9,,,62.4,,,,,
Mauritius,MUS,2017.0,1264887.0,0.1,0.1,0.0,10.9,4.4,0.0,0.078,0.242,0.318
Mauritius,MUS,2018.0,1265577.0,0.1,,,9.5,,,,,
Mauritius,MUS,2019.0,1265985.0,0.1,,,8.6,,,,,
Mauritius,MUS,2020.0,1266014.0,0.2,,,15.1,,,,,
Mauritius,MUS,2021.0,1266334.0,0.2,,,14.5,,,,,
Mexico,MEX,2017.0,122839258.0,29.9,21.2,0.9,24.3,17.2,0.7,0.082,0.315,0.38
Mexico,MEX,2018.0,124013861.0,28.7,,,23.1,,,,,
Mexico,MEX,2019.0,125085311.0,27.0,,,21.6,,,,,
Mexico,MEX,2020.0,125998302.0,29.1,,,23.1,,,,,
Mexico,MEX,2021.0,126705138.0,25.5,,,20.2,,,,,
Middle East & North Africa,MEA,2017.0,395380211.0,113.5,47.2,1.3,32.6,13.5,0.4,0.137,0.379,0.575
Middle East & North Africa,MEA,2018.0,402520882.0,119.0,,,33.6,,,,,
Middle East & North Africa,MEA,2019.0,409205838.0,123.1,,,34.2,,,,,
Middle East & North Africa,MEA,2020.0,414593143.0,124.9,,,34.2,,,,,
Middle East & North Africa,MEA,2021.0,419534147.0,126.4,,,34.1,,,,,
Moldova,MDA,2017.0,2755189.0,0.1,0.0,0.0,3.5,0.3,0.0,0.116,0.243,0.355
Moldova,MDA,2018.0,2707203.0,0.1,,,2.8,,,,,
Moldova,MDA,2019.0,2664224.0,0.1,,,3.3,,,,,
Moldova,MDA,2020.0,2635130.0,0.2,,,7.2,,,,,
Moldova,MDA,2021.0,2615199.0,0.1,,,3.7,,,,,
Mongolia,MNG,2017.0,3096030.0,1.8,0.4,0.0,58.5,14.4,0.1,0.16,0.487,0.979
Mongolia,MNG,2018.0,3163991.0,1.7,,,55.2,,,,,
Mongolia,MNG,2019.0,3232430.0,1.8,,,55.0,,,,,
Mongolia,MNG,2020.0,3294335.0,1.9,,,57.1,,,,,
Mongolia,MNG,2021.0,3347782.0,2.0,,,61.1,,,,,
Montenegro,MNE,2017.0,622373.0,0.1,0.1,0.0,15.9,9.1,1.6,0.05,0.209,0.31
Montenegro,MNE,2018.0,622227.0,0.1,,,17.2,,,,,
Montenegro,MNE,2019.0,622028.0,0.1,,,17.4,,,,,
Montenegro,MNE,2020.0,621306.0,0.1,,,17.3,,,,,
Montenegro,MNE,2021.0,619211.0,0.1,,,13.7,,,,,
Montserrat,MSR,2017.0,,,,,,,,0.222,0.591,0.784
Montserrat,MSR,2018.0,,,,,,,,,,
Montserrat,MSR,2019.0,,,,,,,,,,
Montserrat,MSR,2020.0,,,,,,,,,,
Montserrat,MSR,2021.0,,,,,,,,,,
Morocco,MAR,2017.0,35528115.0,7.9,3.0,0.0,22.2,8.6,0.1,0.144,0.452,0.641
Morocco,MAR,2018.0,35927511.0,7.5,,,21.0,,,,,
Morocco,MAR,2019.0,36304408.0,7.1,,,19.7,,,,,
Morocco,MAR,2020.0,36688772.0,8.1,,,22.2,,,,,
Morocco,MAR,2021.0,37076584.0,7.2,,,19.5,,,,,
Mozambique,MOZ,2017.0,28569441.0,26.5,24.5,4.8,92.7,85.8,16.8,0.244,1.255,1.932
Mozambique,MOZ,2018.0,29423878.0,27.3,,,92.8,,,,,
Mozambique,MOZ,2019.0,30285595.0,28.3,,,93.6,,,,,
Mozambique,MOZ,2020.0,31178239.0,29.4,,,94.4,,,,,
Mozambique,MOZ,2021.0,32077072.0,30.4,,,94.8,,,,,
Myanmar,MMR,2017.0,52288341.0,37.1,22.3,0.4,71.0,42.7,0.7,0.254,0.726,1.034
Myanmar,MMR,2018.0,52666014.0,35.1,,,66.6,,,,,
Myanmar,MMR,2019.0,53040212.0,33.5,,,63.3,,,,,
Myanmar,MMR,2020.0,53423198.0,35.0,,,65.5,,,,,
Myanmar,MMR,2021.0,53798084.0,40.0,,,74.3,,,,,
Namibia,NAM,2017.0,2364534.0,1.3,0.8,0.3,55.4,33.6,13.9,0.304,0.553,0.979
Namibia,NAM,2018.0,2405680.0,1.3,,,55.2,,,,,
Namibia,NAM,2019.0,2446644.0,1.4,,,56.6,,,,,
Namibia,NAM,2020.0,2489098.0,1.5,,,59.0,,,,,
Namibia,NAM,2021.0,2530151.0,1.5,,,59.4,,,,,
Nepal,NPL,2017.0,28183426.0,22.6,14.4,0.7,80.4,51.0,2.6,0.253,0.657,1.057
Nepal,NPL,2018.0,28506712.0,22.0,,,77.2,,,,,
Nepal,NPL,2019.0,28832496.0,21.6,,,75.0,,,,,
Nepal,NPL,2020.0,29348627.0,21.8,,,74.2,,,,,
Nepal,NPL,2021.0,30034989.0,21.4,,,71.4,,,,,
Netherlands,NLD,2017.0,17131296.0,0.1,0.0,0.0,0.4,0.3,0.0,0.043,0.254,0.394
Netherlands,NLD,2018.0,17231624.0,0.0,,,0.3,,,,,
Netherlands,NLD,2019.0,17344874.0,0.0,,,0.2,,,,,
Netherlands,NLD,2020.0,17441500.0,0.0,,,0.2,,,,,
Netherlands,NLD,2021.0,17533044.0,0.0,,,0.1,,,,,
New Zealand,NZL,2017.0,4813600.0,,,,,,,0.058,0.265,0.319
New Zealand,NZL,2018.0,4900600.0,,,,,,,,,
New Zealand,NZL,2019.0,4979200.0,,,,,,,,,
New Zealand,NZL,2020.0,5090200.0,,,,,,,,,
New Zealand,NZL,2021.0,5111400.0,,,,,,,,,
Nicaragua,NIC,2017.0,6480532.0,2.1,1.4,0.4,32.3,21.2,5.7,0.421,0.729,0.935
Nicaragua,NIC,2018.0,6572233.0,2.3,,,34.4,,,,,
Nicaragua,NIC,2019.0,6663924.0,2.4,,,35.8,,,,,
Nicaragua,NIC,2020.0,6755895.0,2.5,,,37.1,,,,,
Nicaragua,NIC,2021.0,6850540.0,2.3,,,34.0,,,,,
Niger,NER,2017.0,21737922.0,20.2,16.8,2.9,92.9,77.1,13.5,0.867,2.364,4.064
Niger,NER,2018.0,22577058.0,20.6,,,91.4,,,,,
Niger,NER,2019.0,23443393.0,21.2,,,90.3,,,,,
Niger,NER,2020.0,24333639.0,22.1,,,91.0,,,,,
Niger,NER,2021.0,25252722.0,23.2,,,92.0,,,,,
Nigeria,NGA,2017.0,193495907.0,174.6,134.3,85.8,90.2,69.4,44.4,0.234,0.358,0.603
Nigeria,NGA,2018.0,198387623.0,180.6,,,91.1,,,,,
Nigeria,NGA,2019.0,203304492.0,186.7,,,91.8,,,,,
Nigeria,NGA,2020.0,208327405.0,194.2,,,93.2,,,,,
Nigeria,NGA,2021.0,213401323.0,199.7,,,93.6,,,,,
North America,NAC,2017.0,361731237.0,6.8,5.1,4.1,1.9,1.4,1.1,0.113,0.365,0.433
North America,NAC,2018.0,363967201.0,6.0,,,1.6,,,,,
North America,NAC,2019.0,365995094.0,5.2,,,1.4,,,,,
North America,NAC,2020.0,369582571.0,4.4,,,1.2,,,,,
North America,NAC,2021.0,370321816.0,3.6,,,1.0,,,,,
North Macedonia,MKD,2017.0,2074502.0,0.4,0.3,0.1,20.1,16.8,2.6,0.096,0.389,0.434
North Macedonia,MKD,2018.0,2076217.0,0.4,,,17.7,,,,,
North Macedonia,MKD,2019.0,2076694.0,0.3,,,16.6,,,,,
North Macedonia,MKD,2020.0,2072531.0,0.4,,,17.5,,,,,
North Macedonia,MKD,2021.0,2065092.0,0.3,,,15.9,,,,,
Norway,NOR,2017.0,5276968.0,0.0,0.0,0.0,0.6,0.5,0.3,0.15,0.382,0.446
Norway,NOR,2018.0,5311916.0,0.0,,,0.4,,,,,
Norway,NOR,2019.0,5347896.0,0.0,,,0.4,,,,,
Norway,NOR,2020.0,5379475.0,0.0,,,0.5,,,,,
Norway,NOR,2021.0,5408320.0,0.0,,,0.3,,,,,
Oman,OMN,2017.0,4541854.0,,,,,,,0.072,0.263,0.39
Oman,OMN,2018.0,4601157.0,,,,,,,,,
Oman,OMN,2019.0,4602768.0,,,,,,,,,
Oman,OMN,2020.0,4543399.0,,,,,,,,,
Oman,OMN,2021.0,4520471.0,,,,,,,,,
Pakistan,PAK,2017.0,216379655.0,175.3,88.5,0.6,81.0,40.9,0.3,0.209,0.53,0.928
Pakistan,PAK,2018.0,219731479.0,175.4,,,79.8,,,,,
Pakistan,PAK,2019.0,223293280.0,181.8,,,81.4,,,,,
Pakistan,PAK,2020.0,227196741.0,188.9,,,83.2,,,,,
Pakistan,PAK,2021.0,231402117.0,185.4,,,80.1,,,,,
Panama,PAN,2017.0,4096063.0,0.7,0.5,0.1,17.5,12.1,2.2,0.138,0.394,0.516
Panama,PAN,2018.0,4165255.0,0.6,,,15.5,,,,,
Panama,PAN,2019.0,4232532.0,0.6,,,15.2,,,,,
Panama,PAN,2020.0,4294396.0,0.9,,,20.5,,,,,
Panama,PAN,2021.0,4351267.0,0.7,,,17.0,,,,,
Paraguay,PRY,2017.0,6355404.0,1.3,1.6,0.0,19.9,24.4,0.5,0.162,0.662,0.585
Paraguay,PRY,2018.0,6443328.0,1.2,,,18.3,,,,,
Paraguay,PRY,2019.0,6530026.0,1.2,,,17.7,,,,,
Paraguay,PRY,2020.0,6618695.0,1.3,,,20.3,,,,,
Paraguay,PRY,2021.0,6703799.0,1.4,,,20.4,,,,,
Peru,PER,2017.0,31605486.0,8.4,5.2,0.9,26.6,16.5,2.7,0.207,0.505,0.696
Peru,PER,2018.0,32203944.0,7.6,,,23.5,,,,,
Peru,PER,2019.0,32824861.0,7.0,,,21.4,,,,,
Peru,PER,2020.0,33304756.0,11.4,,,34.2,,,,,
Peru,PER,2021.0,33715471.0,8.6,,,25.6,,,,,
Philippines,PHL,2017.0,106738501.0,74.8,56.7,7.4,70.1,53.1,6.9,0.176,0.43,0.586
Philippines,PHL,2018.0,108568836.0,76.0,,,70.0,,,,,
Philippines,PHL,2019.0,110380804.0,75.5,,,68.4,,,,,
Philippines,PHL,2020.0,112190977.0,83.1,,,74.1,,,,,
Philippines,PHL,2021.0,113880328.0,84.4,,,74.1,,,,,
Poland,POL,2017.0,37974826.0,0.4,0.0,0.0,1.0,0.1,0.0,0.051,0.252,0.381
Poland,POL,2018.0,37974750.0,0.6,,,1.5,,,,,
Poland,POL,2019.0,37965475.0,0.4,,,1.1,,,,,
Poland,POL,2020.0,37899070.0,0.5,,,1.3,,,,,
Poland,POL,2021.0,37747124.0,1.5,,,4.0,,,,,
Portugal,PRT,2017.0,10300300.0,0.1,0.1,0.0,1.1,0.7,0.1,0.046,0.203,0.278
Portugal,PRT,2018.0,10283822.0,0.1,,,1.1,,,,,
Portugal,PRT,2019.0,10286263.0,0.1,,,0.5,,,,,
Portugal,PRT,2020.0,10297081.0,0.1,,,1.4,,,,,
Portugal,PRT,2021.0,10325147.0,0.1,,,1.2,,,,,
Qatar,QAT,2017.0,2711755.0,,,,,,,0.118,0.23,0.466
Qatar,QAT,2018.0,2766732.0,,,,,,,,,
Qatar,QAT,2019.0,2807235.0,,,,,,,,,
Qatar,QAT,2020.0,2760385.0,,,,,,,,,
Qatar,QAT,2021.0,2688235.0,,,,,,,,,
Romania,ROU,2017.0,19588715.0,2.3,1.6,0.2,11.9,8.0,0.9,0.046,0.205,0.273
Romania,ROU,2018.0,19473970.0,1.4,,,7.2,,,,,
Romania,ROU,2019.0,19371648.0,1.7,,,8.8,,,,,
Romania,ROU,2020.0,19265250.0,1.6,,,8.4,,,,,
Romania,ROU,2021.0,19119880.0,1.3,,,7.0,,,,,
Russian Federation,RUS,2017.0,144496739.0,4.7,1.1,0.0,3.3,0.8,0.0,0.066,0.241,0.343
Russian Federation,RUS,2018.0,144477859.0,4.2,,,2.9,,,,,
Russian Federation,RUS,2019.0,144406261.0,3.6,,,2.5,,,,,
Russian Federation,RUS,2020.0,144073139.0,4.0,,,2.8,,,,,
Russian Federation,RUS,2021.0,143449286.0,3.7,,,2.6,,,,,
Rwanda,RWA,2017.0,12230339.0,10.6,7.5,3.4,87.0,61.3,28.1,0.529,0.908,1.808
Rwanda,RWA,2018.0,12531808.0,10.5,,,83.9,,,,,
Rwanda,RWA,2019.0,12835028.0,10.5,,,81.9,,,,,
Rwanda,RWA,2020.0,13146362.0,11.1,,,84.6,,,,,
